premise,hypothesis,label
A man and women walking down the street holding bags in their hands and smiling both wearing black and white clothes.,A husband and wife lay on the beach.,0
People are standing next to a chain link fence.,The people are siting down.,1
A man in a purple and blue shirt and shorts is getting ready to hit a golf ball.,A man is preparing to strike a golf ball.,0
A man is riding a bicycle in the street.,a man is suntanning on a cave,1
Two men with matching t-shirts fold a towel in the living room.,Two women are having coffee.,0
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land.,The swimmer is eating a toasted marshmallow.,0
A woman with green body paint is holding a green and blue hula hoop while her friend (also in blue and green) watches.,A woman is painted green while holding a hula hoop.,0
A boy spinning on a blue and yellow merry-go-round.,The boy is sitting on the ground.,0
A skateboarder sails over white steps.,The skater jumped high over the steps.,1
"As a crowd looks on, a player in a white uniform, wearing only one colorful sock, makes a diving catch for the frisbee.",A player falls face first,0
People walk and bicycle down an alley between white buildings with blue trim.,People at a train station.,0
a soccer player with black and red striped uniform gets ready to kick the soccer ball,a football player gets ready to throw the ball.,1
White dog playing in the snow.,The dog enjoys the snow.,1
Four young boys flexing for the camera.,For boys are flexing,1
"A man on stage in the act of jumping, with a little boy in the background really enjoying it.",A boy happily watches a man jumping on a stage.,0
Tourists waiting outside of a home to visit.,People waiting in line at a fast food restaurant.,0
Three sailboats with white sails are seen on a riverbank.,The boats  are sailing on the ocean.,1
People in bathing suits bend down and reach into the water of a lake.,People are outside.,1
A drunk looking woman is hugging a drunk looking man.,A young boy and girl embrace in front of monkeys at the zoo.,1
Group of people wearing black shirts riding in an open top vehicle.,The driver was wearing a purple shirt.,0
A child with curly blond-hair looks at another child with long brown hair while sitting on a bench.,Two kids are sitting next to each other.,0
A man and woman ride in a mule drawn carriage as the driver points out landmarks.,The couple is sleeping.,0
A boy is being splashed in a swimming pool.,A boy is playing in the swimming pool.,0
Two girls in black dresses enjoying a night on the town.,Two girls hating the town.,0
The female soccer team is getting last minute instruction from their coach.,The female basketball team ignored their coach.,0
"A young, well-dressed black man seated behind a drum set and smiling.",a man is smiling,1
Workers are removing ice from a walkway.,Workers outside on a slippery walkway,0
A young boy runs across a road in front of a sky blue building with barred windows.,A boy runs across a road in front of an abandoned building.,0
A couple of females are talking to each other while one is flicking her cigarette.,Neither one of them enjoy smoking.,0
a dog jumps over the pole.,dog is jumping over a pole,1
A singer wearing a leather jacket performs on stage with dramatic lighting behind him.,a singer wearing a jacker performs on stage,1
A child plays with her father's boots.,A child is playing.,1
People looking at a tiny dog sitting on a sidewalk.,Some humans looking,1
A man is walking past a large sign that says E.S.E. Electronics.,A man is running past the sign.,1
A man is sitting on the floor and is surrounded by pictures.,A man sitting on a barren floor.,0
A man in a red headband an shirt is standing in front of a display case.,man standing in front of case,0
A musician playing a guitar while he has the microphone inside his mouth.,The man is holding an instrument.,0
"three teenagers wearing t-shirt run down the beach, with several other people in the background.",a number of young people run on a beach,1
"Women of India performing with blue streamers, in beautiful blue costumes.",indian women perform together in gorgeous costumes,1
"A group stands and watches two men, apparently dressed in some sort of costume, wrestle on the ground.",there are people wrestling,1
The Man is outside on the beach walking his dog.,The man and his dog are taking a boat ride.,0
A young woman wearing a white sleeveless dress with red flowers is talking on her cellphone as she walks down a street.,A young woman wearing a yellow dress sitting in the sand at a packed beach.,0
This is a clown at an elementary school.,The clown is at a children's school.,0
"While two students are jumping, others in a classroom are sitting or standing.",A class of completely seated students.,0
A young girl with a purple shirt and a pink hair band standing near the woods.,A little girl is inside on her computer.,1
"An organ grinder, in World War I helmet and clown makeup, speaks to an older man in a blue, striped polo shirt.",Two men in formal attire are waiting outside restaurant at night.,0
Two women walk down a sidewalk along a busy street in a downtown area.,The women were picking berries in the countryside,1
A middle-aged man in a collard shirt is raising his forearms next to his face.,the man is asleep on the bridge,0
A shirtless man with a white hat and no shoes sitting crisscross with his back against the wall holding up a white plastic cup.,A woman is walking,1
A crowd of people standing in front of statues.,The statue is actually a gargoyle and it came to life.,1
A woman crosses the street with a baby in her arms.,A woman crosses the street carrying her baby.,0
